id,user_name,user_id,match_id,home_team,away_team,match_date,picked_team,created_at
293,Jennie,2,45,Portugal,Uzbekistan,2026-06-23,Portugal,2026-06-28 16:32:59
294,Daphne,3,45,Portugal,Uzbekistan,2026-06-23,Portugal,2026-06-28 16:32:59
295,Shawn,1,46,England,Ghana,2026-06-23,England,2026-06-28 16:32:59
296,Jennie,2,46,England,Ghana,2026-06-23,England,2026-06-28 16:32:59
297,Daphne,3,46,England,Ghana,2026-06-23,England,2026-06-28 16:32:59
298,Shawn,1,47,Panama,Croatia,2026-06-23,Croatia,2026-06-28 16:32:59
299,Jennie,2,47,Panama,Croatia,2026-06-23,Croatia,2026-06-28 16:32:59
300,Daphne,3,47,Panama,Croatia,2026-06-23,Panama,2026-06-28 16:32:59
301,Shawn,1,48,Colombia,DR Congo,2026-06-23,Colombia,2026-06-28 16:32:59
302,Jennie,2,48,Colombia,DR Congo,2026-06-23,Colombia,2026-06-28 16:32:59
303,Daphne,3,48,Colombia,DR Congo,2026-06-23,Colombia,2026-06-28 16:32:59
304,Shawn,1,49,Switzerland,Canada,2026-06-24,Switzerland,2026-06-28 16:32:59
305,Jennie,2,49,Switzerland,Canada,2026-06-24,Canada,2026-06-28 16:32:59
306,Daphne,3,49,Switzerland,Canada,2026-06-24,Canada,2026-06-28 16:32:59
307,Shawn,1,50,Bosnia and Herzegovina,Qatar,2026-06-24,Bosnia and Herzegovina,2026-06-28 16:32:59
308,Jennie,2,50,Bosnia and Herzegovina,Qatar,2026-06-24,Qatar,2026-06-28 16:32:59
309,Daphne,3,50,Bosnia and Herzegovina,Qatar,2026-06-24,Bosnia and Herzegovina,2026-06-28 16:32:59
310,Shawn,1,51,Scotland,Brazil,2026-06-24,Brazil,2026-06-28 16:32:59
311,Jennie,2,51,Scotland,Brazil,2026-06-24,Brazil,2026-06-28 16:32:59
312,Daphne,3,51,Scotland,Brazil,2026-06-24,Brazil,2026-06-28 16:32:59
313,Shawn,1,52,Morocco,Haiti,2026-06-24,Morocco,2026-06-28 16:32:59
314,Jennie,2,52,Morocco,Haiti,2026-06-24,Haiti,2026-06-28 16:32:59
315,Daphne,3,52,Morocco,Haiti,2026-06-24,Haiti,2026-06-28 16:32:59
316,Shawn,1,53,Czechia,Mexico,2026-06-24,Mexico,2026-06-28 16:32:59
317,Jennie,2,53,Czechia,Mexico,2026-06-24,Mexico,2026-06-28 16:32:59
318,Daphne,3,53,Czechia,Mexico,2026-06-24,Mexico,2026-06-28 16:32:59
319,Shawn,1,54,South Africa,South Korea,2026-06-24,South Korea,2026-06-28 16:32:59
320,Jennie,2,54,South Africa,South Korea,2026-06-24,South Africa,2026-06-28 16:32:59
321,Daphne,3,54,South Africa,South Korea,2026-06-24,South Africa,2026-06-28 16:32:59
322,Shawn,1,55,Ecuador,Germany,2026-06-25,Ecuador,2026-06-28 16:32:59
323,Jennie,2,55,Ecuador,Germany,2026-06-25,Ecuador,2026-06-28 16:32:59
324,Daphne,3,55,Ecuador,Germany,2026-06-25,Ecuador,2026-06-28 16:32:59
325,Shawn,1,56,Curaçao,Ivory Coast,2026-06-25,Curaçao,2026-06-28 16:32:59
326,Jennie,2,56,Curaçao,Ivory Coast,2026-06-25,Ivory Coast,2026-06-28 16:32:59
327,Daphne,3,56,Curaçao,Ivory Coast,2026-06-25,Ivory Coast,2026-06-28 16:32:59
328,Shawn,1,57,Japan,Sweden,2026-06-25,Japan,2026-06-28 16:32:59
329,Jennie,2,57,Japan,Sweden,2026-06-25,Japan,2026-06-28 16:32:59
330,Daphne,3,57,Japan,Sweden,2026-06-25,Japan,2026-06-28 16:32:59
331,Shawn,1,58,Tunisia,Netherlands,2026-06-25,Netherlands,2026-06-28 16:32:59
332,Jennie,2,58,Tunisia,Netherlands,2026-06-25,Netherlands,2026-06-28 16:32:59
333,Daphne,3,58,Tunisia,Netherlands,2026-06-25,Netherlands,2026-06-28 16:32:59
334,Shawn,1,59,Türkiye,USA,2026-06-25,USA,2026-06-28 16:32:59
335,Jennie,2,59,Türkiye,USA,2026-06-25,USA,2026-06-28 16:32:59
336,Daphne,3,59,Türkiye,USA,2026-06-25,USA,2026-06-28 16:32:59
337,Shawn,1,60,Paraguay,Australia,2026-06-25,Paraguay,2026-06-28 16:32:59
338,Jennie,2,60,Paraguay,Australia,2026-06-25,Australia,2026-06-28 16:32:59
339,Daphne,3,60,Paraguay,Australia,2026-06-25,Paraguay,2026-06-28 16:32:59
340,Shawn,1,61,Norway,France,2026-06-26,France,2026-06-28 16:32:59
341,Daphne,3,61,Norway,France,2026-06-26,France,2026-06-28 16:32:59
342,Shawn,1,62,Senegal,Iraq,2026-06-26,Senegal,2026-06-28 16:32:59
343,Daphne,3,62,Senegal,Iraq,2026-06-26,Senegal,2026-06-28 16:32:59
344,Shawn,1,63,Cape Verde,Saudi Arabia,2026-06-26,Saudi Arabia,2026-06-28 16:32:59
345,Daphne,3,63,Cape Verde,Saudi Arabia,2026-06-26,Saudi Arabia,2026-06-28 16:32:59
346,Shawn,1,64,Uruguay,Spain,2026-06-26,Uruguay,2026-06-28 16:32:59
347,Daphne,3,64,Uruguay,Spain,2026-06-26,Uruguay,2026-06-28 16:32:59
348,Shawn,1,65,Egypt,Iran,2026-06-26,Egypt,2026-06-28 16:32:59
349,Daphne,3,65,Egypt,Iran,2026-06-26,Egypt,2026-06-28 16:32:59
350,Shawn,1,66,New Zealand,Belgium,2026-06-26,Belgium,2026-06-28 16:32:59
351,Daphne,3,66,New Zealand,Belgium,2026-06-26,Belgium,2026-06-28 16:32:59
352,Shawn,1,67,Panama,England,2026-06-27,England,2026-06-28 16:32:59
353,Daphne,3,67,Panama,England,2026-06-27,England,2026-06-28 16:32:59
354,Shawn,1,68,Croatia,Ghana,2026-06-27,Croatia,2026-06-28 16:32:59
355,Daphne,3,68,Croatia,Ghana,2026-06-27,Croatia,2026-06-28 16:32:59
356,Shawn,1,69,Colombia,Portugal,2026-06-27,Colombia,2026-06-28 16:32:59
357,Shawn,1,70,DR Congo,Uzbekistan,2026-06-27,DR Congo,2026-06-28 16:32:59
358,Shawn,1,71,Algeria,Austria,2026-06-27,Austria,2026-06-28 16:32:59
359,Shawn,1,72,Jordan,Argentina,2026-06-27,Argentina,2026-06-28 16:32:59
